filename,width,height,class,xmin,ymin,xmax,ymax
----------0804_jpg.rf.4ead64f0547282eaf43756d812757c51.jpg,416,416,lateral raises machine,72,39,339,400
----1076_jpg.rf.4eb8f38b56dc9328314fee9a89f0390a.jpg,416,416,chinning dipping,103,6,310,408
------0667_png.rf.4eadc97d81ad0a7e662af7b242a04d32.jpg,416,416,smith machine,32,50,335,416
google_0062_jpg.rf.4ec12adb69c5afd2c7014b2e6383bfee.jpg,416,416,Seated Cable Rows,5,0,416,208
google_0062_jpg.rf.4ec12adb69c5afd2c7014b2e6383bfee.jpg,416,416,Seated Cable Rows,8,209,416,415
naver_0066_jpg.rf.4ec869066fc0cab69b5fd877024abab1.jpg,416,416,leg extension,0,0,334,398
----1295_jpg.rf.4fd027bb510c28dd6590f47a0cd9ba0b.jpg,416,416,arm curl machine,93,31,327,383
----1250_jpg.rf.4e861de08e84a53a1427c811f98148ef.jpg,416,416,chinning dipping,54,2,412,415
naver_0070_jpg.rf.4eed71e87f04fded856b5d194a7a36a1.jpg,416,416,Lat Pull Down,33,0,416,416
naver_0255_jpg.rf.501498313ba7b994bbd4a4ba41e305e4.jpg,416,416,reg curl machine,0,7,312,416
naver_0123b_jpg.rf.4fa6d648c50248737e35aa1ca62076e3.jpg,416,416,reg curl machine,59,0,366,416
seated-cable-rows_21_jpg.rf.5004f2a634f67fc6d2651ed7bf6eada2.jpg,416,416,Seated Cable Rows,51,125,193,329
seated-cable-rows_21_jpg.rf.5004f2a634f67fc6d2651ed7bf6eada2.jpg,416,416,Seated Cable Rows,225,125,382,337
------0631_jpg.rf.4e98014d3a2fbb50f73343bb8b40d769.jpg,416,416,smith machine,0,0,337,416
naver_0430a_jpg.rf.5009fe7f78fe074c971c1243536583b3.jpg,416,416,Lat Pull Down,109,6,349,416
seated-cable-rows_97_jpg.rf.4f28b3ee02501404e577bb9f79ecf66a.jpg,416,416,Seated Cable Rows,1,3,381,416
google_0067_jpg.rf.4f966ed92f0501ec445e491f6863a67d.jpg,416,416,leg press,0,2,413,416
------0038_jpg.rf.4f168059a548777dc5de122b9450319b.jpg,416,416,smith machine,94,47,317,371
----1445_jpg.rf.502b8ca1d32cb7e3122eba76ce9cec1d.jpg,416,416,chinning dipping,90,11,330,403
google_0453_jpg.rf.502af4f7541476d9b7142c24decb455d.jpg,416,416,reg curl machine,0,35,360,414
naver_0215b_jpg.rf.4f0020507fd74187703ccea14fd022d8.jpg,416,416,leg press,0,1,416,416
naver_0076_jpg.rf.4fb417cf37b35c6ea3a5a590351a0482.jpg,416,416,leg press,20,64,369,416
naver_0000b_jpg.rf.5033645f97847c93360698f228ab9655.jpg,416,416,Chest Press machine,11,113,390,379
google_0037_jpg.rf.5042ee868d008a19809268436fda2a94.jpg,416,416,chest fly machine,123,42,357,399
naver_0002c_jpg.rf.503de0a9069999db0f766b309a4a9ba0.jpg,416,416,chest fly machine,0,0,283,416
------0588_jpg.rf.507d0fbee5b8d5608296cf0e7787c02c.jpg,416,416,smith machine,56,9,364,412
naver_0266_png.rf.4fbdcd454cde1b3e5cdb2efabe8f14b3.jpg,416,416,Lat Pull Down,0,2,416,416
naver_0103a_jpg.rf.4f2a2d42de149b3a279ca9116c96bb90.jpg,416,416,Seated Cable Rows,86,0,415,416
---------0256_jpg.rf.50a476667b559fe6ae9dfd1c3565e7e9.jpg,416,416,shoulder press machine,4,84,298,366
---------1045_jpg.rf.506c9d8d5b6fdc606fe47a0ee61ad234.jpg,416,416,shoulder press machine,3,0,416,415
naver_0420_jpg.rf.5051c42425e74efa8b4db9fb8ec2f59e.jpg,416,416,Seated Cable Rows,106,0,416,416
google_0136_jpg.rf.50907286e5cf80e6ec68ab7ec3f2cbc3.jpg,416,416,chest fly machine,27,29,372,398
naver_0048b_jpg.rf.4f0b44aa5fd240385d701d6a7e24520f.jpg,416,416,leg press,27,68,389,381
----0360_jpg.rf.5048b3e912fedbc762462e4bf782d236.jpg,416,416,chinning dipping,219,16,403,410
google_0083e_jpg.rf.4fa842124c0b6d47b3f699b828e5fea5.jpg,416,416,Seated Cable Rows,0,2,416,416
naver_0047c_png.rf.50365aec9c2203f46ebe75931f17edd0.jpg,416,416,chest fly machine,32,34,416,377
google_0248_jpg.rf.50df5b2f57fd225f3c4b8fef707411e3.jpg,416,416,leg extension,71,59,340,382
google_0304_jpg.rf.50431c73b913e0cdb96901586a7b41fb.jpg,416,416,leg extension,130,21,303,416
---------0145_jpg.rf.510ac367d4fa89d7cd9b3db6cfec1aa4.jpg,416,416,shoulder press machine,0,64,416,353
----1015_jpg.rf.50f63315b83d32ad2f92876c9fd65bda.jpg,416,416,chinning dipping,84,18,286,402
google_0552_jpg.rf.5081073a0838722b32c6c5c6b57a9637.jpg,416,416,leg press,67,97,416,408
google_0122_jpg.rf.510049e31ce37aebb48b45aa097a0d5a.jpg,416,416,chest fly machine,28,2,383,416
--------0589_jpg.rf.51600465a1afd38429c4f7a29107576d.jpg,416,416,seated dip machine,42,54,360,408
----0794_jpg.rf.50aed83fa491d3e8bbdb9f6f7f0ec7d7.jpg,416,416,arm curl machine,114,108,314,381
---------1167_jpg.rf.5136a381ab6a1537cb8c52467e3948d8.jpg,416,416,shoulder press machine,48,23,365,382
----0263_jpg.rf.50a7d24324363d2477cfb5b69e430bbe.jpg,416,416,chinning dipping,132,38,282,406
google_0057b_jpg.rf.50820130b77ecdb7a6448ca87575bbb5.jpg,416,416,leg press,2,74,412,400
naver_0179a_jpg.rf.51b147bdc3773ff774994cfbe3588fee.jpg,416,416,leg press,29,64,416,416
google_0157a_jpg.rf.5074217e26e8d5f26434fe037a20af62.jpg,416,416,reg curl machine,1,114,209,372
google_0157a_jpg.rf.5074217e26e8d5f26434fe037a20af62.jpg,416,416,reg curl machine,213,38,416,366
------0233_jpg.rf.5146925de452de34a59adf4fba119d90.jpg,416,416,smith machine,80,34,342,395
naver_0078b_jpg.rf.51ccd95ddc9ab1a4133de0f454542cbb.jpg,416,416,Seated Cable Rows,92,41,288,397
naver_0412_jpg.rf.51ad30a73cfc8c4aaa8b5ad8786fe09d.jpg,416,416,Chest Press machine,7,40,410,416
naver_0104a_jpg.rf.51b6caaf4bed8a9b1c20f254b0805f78.jpg,416,416,leg press,17,32,375,416
naver_0353_jpg.rf.51ba639151bbb1bfe4e70d5e5920c1a4.jpg,416,416,Chest Press machine,2,2,416,416
----0575_jpg.rf.51aa74d9e18c6a4ebfac5be16c0ac9c0.jpg,416,416,chinning dipping,98,1,283,412
----------0365_jpg.rf.50c6466bd5158eb28c0dc9298900ee60.jpg,416,416,lateral raises machine,50,55,376,403
naver_0037b_jpg.rf.520552a56b95c76a328530c5787c0df4.jpg,416,416,Chest Press machine,0,60,416,360
naver_0047b_jpg.rf.52250bfaf9fcdab5b37e210549db0651.jpg,416,416,Chest Press machine,4,21,415,416
Chest-Press-machine_38_jpg.rf.520ae6a2f079cb0b8f0ac7f94ecad59f.jpg,416,416,Chest Press machine,56,0,414,416
--------0476_jpg.rf.51ef891ebec88fbcb90a64ac9c4e58c7.jpg,416,416,seated dip machine,103,30,305,380
----0540_jpg.rf.520ecca47e315eb124e7794005c52fdb.jpg,416,416,chinning dipping,85,0,312,416
naver_0006a_jpg.rf.50e9b1a0d46dc55b30441c9e0cdc9413.jpg,416,416,Lat Pull Down,1,0,350,416
naver_0330_jpg.rf.52531ce7e0cfd251b764657165cb0413.jpg,416,416,Lat Pull Down,0,0,379,401
naver_0340c_jpg.rf.51c1455c58277dd7025fe2ca8ed1beef.jpg,416,416,chest fly machine,114,47,373,372
--------0563_jpg.rf.5132b48cef37f9ec5e157cacf7962bce.jpg,416,416,seated dip machine,0,25,416,412
---------1261_jpg.rf.520d2868a43c034a43f6e5f562e1ee8d.jpg,416,416,shoulder press machine,25,10,405,387
google_0572_jpg.rf.51aef670211ab6c9df5aa0bc96f3ab47.jpg,416,416,chest fly machine,82,0,306,416
naver_0161_jpg.rf.5215f4fdbd52af7156a926aeba91b554.jpg,416,416,reg curl machine,12,0,416,416
naver_0007b_jpg.rf.524b7c867ed1a51e4c9cf25bcd4910a5.jpg,416,416,Seated Cable Rows,88,3,335,416
----0054_jpg.rf.51c5903c69281249ade606627b101f55.jpg,416,416,chinning dipping,39,9,230,415
---------1158_jpg.rf.528d903bc1d5f4354e2a4fd1b1521c9e.jpg,416,416,shoulder press machine,37,0,416,416
naver_0125_jpg.rf.5245e2dd5922222d8be12ebf83be6170.jpg,416,416,leg extension,68,0,416,416
naver_0350_jpg.rf.51e05aa986dc74744e24b286f2251843.jpg,416,416,Chest Press machine,90,0,363,416
--------0667_jpg.rf.528ef3b804fc58cc8f7241c62484ede7.jpg,416,416,seated dip machine,94,43,324,379
google_0212_jpg.rf.52937f8b23c4e983f3fb2d5e44721715.jpg,416,416,leg extension,55,37,369,386
naver_0400_jpg.rf.52a4ca532708836726ff0889cd001278.jpg,416,416,leg extension,38,7,392,414
google_0203_jpg.rf.51a115fab6a9002aeb01b6d72e80385e.jpg,416,416,leg extension,229,40,362,209
google_0044_jpg.rf.52bc44699c526eaf509a961d4067fb09.jpg,416,416,Chest Press machine,2,0,395,416
----1053_jpg.rf.52bcb6811bc07ee605c8f9ab32687b7b.jpg,416,416,arm curl machine,2,3,414,415
----------0619_jpg.rf.529677a7b6d19b7018f2c31f2e3f29a5.jpg,416,416,lateral raises machine,42,87,379,371
naver_0094b_jpg.rf.5335afe40742e40d1cb240ee921b4d48.jpg,416,416,Chest Press machine,59,5,335,416
naver_0105a_jpg.rf.525a054b183b184810138dcfcfa8694c.jpg,416,416,chest fly machine,126,0,308,416
naver_0325_jpg.rf.533341ea82b7f5dbb508feace324a73b.jpg,416,416,Chest Press machine,43,0,355,416
google_0051b_jpg.rf.5225676eef659c9d6b27196017e92017.jpg,416,416,leg press,11,37,413,385
naver_0240a_jpg.rf.532bae18f54a2cd7c4405ab580eb4c98.jpg,416,416,Lat Pull Down,0,0,302,416
google_0190_jpg.rf.52a7ee558df38ec2fbd6886b4a1c7daa.jpg,416,416,reg curl machine,3,20,413,399
google_0065_jpg.rf.536b70c262883941fcde90f68c1662e8.jpg,416,416,leg press,72,16,326,395
----1247_jpg.rf.53fba7da5a63ce324186da59d121a2e8.jpg,416,416,arm curl machine,63,108,324,377
google_0061_jpg.rf.52fa80f8ba3fa0fd0fec7dd1b51f7083.jpg,416,416,leg press,88,4,398,400
naver_0085a_jpg.rf.53311e4648711cf9f4599f35a66e4539.jpg,416,416,Lat Pull Down,5,0,416,416
----0195_jpg.rf.53bfbd1b595ddc6aafe5941b5bf4a505.jpg,416,416,arm curl machine,1,175,368,416
naver_0263c_png.rf.536dcad7358f57d7ad1a25fb1a2e3de3.jpg,416,416,chest fly machine,48,82,416,416
google_0108_jpg.rf.531dd68c1c155bb142f02301fad1dd93.jpg,416,416,chest fly machine,36,0,375,404
naver_0043b_jpg.rf.53a16d9181e51105a94a51f8c25b0503.jpg,416,416,Lat Pull Down,68,0,357,416
----------0825_jpg.rf.53d497c7ee01982fa3849883b6ab4601.jpg,416,416,lateral raises machine,72,25,347,393
------0471_jpg.rf.534f4733c7ae56d3bfc12111d05f7c34.jpg,416,416,smith machine,44,22,387,370
------0913_jpg.rf.510f47105f2f935b9497a1f946bfc109.jpg,416,416,smith machine,31,0,379,410
google_0052_jpg.rf.5388dd89b0f8eb1b8d655ddaa6299877.jpg,416,416,reg curl machine,36,14,374,392
----0117_png.rf.5405ae8b01033aaec7af05b386a12559.jpg,416,416,chinning dipping,207,128,355,364
----0117_png.rf.5405ae8b01033aaec7af05b386a12559.jpg,416,416,chinning dipping,65,150,210,365
naver_0011b_jpg.rf.542791452c5471093fd7db5f5b94a511.jpg,416,416,chest fly machine,40,35,416,367
naver_0247_jpg.rf.539bef9b61460f5e3908f8fb0d5404c1.jpg,416,416,Lat Pull Down,1,0,388,416
naver_0352_jpg.rf.52c947736fd659a456368eda2ea9cdba.jpg,416,416,Chest Press machine,0,0,416,416
google_0178a_jpg.rf.54816aa3709f5b67da6b88a8e12078b0.jpg,416,416,reg curl machine,13,22,339,409
naver_0205_jpg.rf.5446442714d573311dea0b4b1522e4d4.jpg,416,416,leg extension,79,11,292,415
google_0138_jpg.rf.542494bbfd85a9f6b71ef7966833eeab.jpg,416,416,reg curl machine,6,8,409,408
leg-curl_121_jpg.rf.540164dc0519e230493fcdf858bb9e8a.jpg,416,416,reg curl machine,109,175,282,382
google_0400a_jpg.rf.54880afeb863062fe96c77159561faa0.jpg,416,416,reg curl machine,27,15,392,404
----0535_jpg.rf.53dd2242194cc25d8537286dbe91c9ec.jpg,416,416,chinning dipping,89,21,300,404
naver_0270a_jpg.rf.542af16ae1799fd97bf8b9fad0918d3d.jpg,416,416,Lat Pull Down,111,0,416,416
naver_0243_jpg.rf.533be00ef8e15bb1ad5a4e2aa1678de6.jpg,416,416,Seated Cable Rows,20,0,416,416
google_0066_jpg.rf.549097f6582407141e35453d20deb2c8.jpg,416,416,leg press,42,42,365,386
------0491_jpg.rf.55161bf4d3f754373bce53b19e2205c3.jpg,416,416,smith machine,69,10,279,416
naver_0194_jpg.rf.5524693e8af1d45da42fb8973d6c603d.jpg,416,416,leg extension,9,11,396,416
naver_0027_png.rf.551d534dcd7c9fbd7fa2529088a0bbc7.jpg,416,416,reg curl machine,28,111,385,347
----------0945_jpg.rf.5435907a2f90a212cdba8347a54e79c9.jpg,416,416,lateral raises machine,51,77,376,363
--------0645_jpg.rf.5479a4940c70491cc529c7bb2b1b8ad1.jpg,416,416,seated dip machine,81,7,311,409
------0149_jpg.rf.552b4ac0f721e4c07699e9a7cfdb3e54.jpg,416,416,smith machine,56,29,339,372
google_0240_jpg.rf.55384c41eadccbde44ba1fc8be1e6e08.jpg,416,416,chest fly machine,113,42,318,381
naver_0210a_jpg.rf.55442f03648f4cee04916b8d19967abf.jpg,416,416,reg curl machine,1,0,416,416
------0217_jpg.rf.54465482b84961e1b2f473e58aeb9bce.jpg,416,416,smith machine,59,0,350,414
------1033_jpg.rf.5428b6f8152f07cbfe3ebe36b1febffe.jpg,416,416,smith machine,61,20,360,395
---------0841_jpg.rf.5514c9a9e7e0b5902c115290ddb74ffa.jpg,416,416,shoulder press machine,58,111,416,416
----------0805_jpg.rf.551e3dc80871be3d93417a2391536a29.jpg,416,416,lateral raises machine,74,7,359,400
Chest-Press-machine_72_jpg.rf.555b31a689ce47e686f43255cd078f94.jpg,416,416,Chest Press machine,123,14,288,363
------0628_jpg.rf.5446cca6087acfd9791aa55337b52d77.jpg,416,416,smith machine,45,43,334,379
--------0778_jpg.rf.55a91ae92a3afaa1cfb510eced03a483.jpg,416,416,seated dip machine,14,39,393,393
----1232_jpg.rf.54aab7edaee7248549e4a444f8e8f07e.jpg,416,416,chinning dipping,8,5,394,411
seated-cable-rows_55_jpg.rf.557a74e3dd3124a1bfe51f078f69f5d4.jpg,416,416,Seated Cable Rows,4,3,412,416
---------0547_jpg.rf.55730a9eb9af35d015613e073f6ed044.jpg,416,416,shoulder press machine,71,82,398,415
----------0950_jpg.rf.5558ccd6b74e295eb6d935c5fa675f5d.jpg,416,416,lateral raises machine,71,7,349,409
google_0055_jpg.rf.5559480ba2f996c0404fc7f9cebbae9e.jpg,416,416,reg curl machine,12,10,406,405
----0730_jpg.rf.54be575fad8b4354bd1c148ba7334af2.jpg,416,416,chinning dipping,38,15,268,412
naver_0271a_jpg.rf.556f25b8089689270d52de4427cc34ef.jpg,416,416,Lat Pull Down,43,0,399,416
leg-curl_250_jpg.rf.54626ac7b56263807a6351d609a16757.jpg,416,416,reg curl machine,0,148,213,402
leg-curl_250_jpg.rf.54626ac7b56263807a6351d609a16757.jpg,416,416,reg curl machine,222,137,409,405
----0367_jpg.rf.54df7b28f7d7da14bd73f830733ecc38.jpg,416,416,arm curl machine,29,178,318,416
----0482_jpg.rf.55be8dc78a948a033758e8d952af671f.jpg,416,416,arm curl machine,67,12,328,410
naver_0231_jpg.rf.559f5d0421bd230762aa12d593a131fd.jpg,416,416,Lat Pull Down,8,0,349,357
--------0089_jpg.rf.559fa72d3a7e26c8f683792d1f837982.jpg,416,416,seated dip machine,13,34,369,389
--------0098_jpg.rf.556d98e42a4203804d1b5ff39916b0f9.jpg,416,416,seated dip machine,164,128,416,416
Chest-Press-machine_59_jpg.rf.555d20e036163c9147bef009038d09b7.jpg,416,416,Chest Press machine,48,10,363,401
google_0066_jpg.rf.55720ea2a5a79eab982692381d1a0df7.jpg,416,416,reg curl machine,45,63,379,389
---------1417_jpg.rf.55bab39db812812f2ee96b3094d520f6.jpg,416,416,shoulder press machine,27,6,398,408
----1491_jpg.rf.5621a7dae3a21e8926353b8ffc1e8424.jpg,416,416,chinning dipping,87,13,293,398
naver_0001b_jpg.rf.54f435aa31edc3a3416ca0278df6ea9a.jpg,416,416,Seated Cable Rows,88,0,370,399
----1286_jpg.rf.55e8eed330061e211dc67abc5c02bced.jpg,416,416,chinning dipping,9,2,350,412
----0273_jpg.rf.55e81b3c51b3f91f0acc4cc5cb9bf827.jpg,416,416,arm curl machine,56,187,244,378
----1506_jpg.rf.55d84a3d68c64db47541828e8705941d.jpg,416,416,chinning dipping,113,8,319,399
----0202_jpg.rf.55b748f9d8ff6c745a17800de32a0a20.jpg,416,416,chinning dipping,19,18,170,350
----0202_jpg.rf.55b748f9d8ff6c745a17800de32a0a20.jpg,416,416,chinning dipping,160,18,286,291
google_0184_jpg.rf.567a497c78afeb91e40e3c885d9ad2b2.jpg,416,416,Chest Press machine,18,17,402,397
google_0059_jpg.rf.55de98b5f6cbf61597ba28383e1de488.jpg,416,416,Seated Cable Rows,1,2,354,416
google_0069_png.rf.564cdf4f261d9e18a9676e1f36f97c41.jpg,416,416,leg press,57,92,336,376
--------0221_jpg.rf.569a65d9bb8b172332eb3d9f495b8c0a.jpg,416,416,seated dip machine,186,67,416,385
Chest-fly-machine_121_jpg.rf.56a0e54b093a2217002dc7d9023e9806.jpg,416,416,chest fly machine,23,30,416,408
---------1378_jpg.rf.56113aa91f4c898b007d5c47daff518c.jpg,416,416,shoulder press machine,17,49,407,370
------1038_jpg.rf.569c4b35faa7e5412f24a942a9080813.jpg,416,416,smith machine,51,20,386,396
google_0569_jpg.rf.56372238976ddd6f538defa8b0f98bb3.jpg,416,416,chest fly machine,50,24,361,414
----0187_jpg.rf.55c22b172bbfee4438f2143ca05c3037.jpg,416,416,chinning dipping,75,30,224,388
google_0223_jpg.rf.55c734e840c146dd1203dd32f6e212e4.jpg,416,416,leg extension,20,83,397,397
--------0012_jpg.rf.56ba6d52957049238aef13ff2d0bd9d9.jpg,416,416,seated dip machine,88,55,327,393
leg-press_94_jpg.rf.56246495262cc094b3b6a1fdd55fdaea.jpg,416,416,leg press,23,47,385,366
---------1214_jpg.rf.56aa3d01da14b12a92d6fb131ee688d1.jpg,416,416,shoulder press machine,11,5,410,416
leg-curl_148_jpg.rf.569427f84ae375a87fbf5c68db8459d9.jpg,416,416,reg curl machine,7,9,225,152
leg-curl_148_jpg.rf.569427f84ae375a87fbf5c68db8459d9.jpg,416,416,reg curl machine,208,13,411,148
leg-curl_148_jpg.rf.569427f84ae375a87fbf5c68db8459d9.jpg,416,416,reg curl machine,0,302,186,408
leg-curl_148_jpg.rf.569427f84ae375a87fbf5c68db8459d9.jpg,416,416,reg curl machine,203,310,409,407
----0199_jpg.rf.56a64b067cd591031c89f62fcfde5d48.jpg,416,416,arm curl machine,4,8,389,372
---------0700_jpg.rf.5646e1ed789f0cd6e472cc83a732f967.jpg,416,416,shoulder press machine,60,0,354,416
naver_0354_jpg.rf.567b30a63a7116e01bc7c045e4a3afa9.jpg,416,416,Seated Cable Rows,18,0,360,416
naver_0014a_jpg.rf.56bfe5ac415c300de30f63ab19388295.jpg,416,416,leg press,10,58,416,348
naver_0222_jpg.rf.5713b84b8a922edb2918abcda461b044.jpg,416,416,reg curl machine,55,2,416,416
naver_0257_jpg.rf.56454095251314af571251ca60cabf27.jpg,416,416,leg extension,1,0,388,416
google_0150_jpg.rf.5716676c1db36a061a487013052c57fe.jpg,416,416,leg extension,52,43,374,390
----0668_jpg.rf.56de5b41402c9fc293287e127dc03362.jpg,416,416,chinning dipping,29,0,376,416
----------0040_jpg.rf.56d5ef96ca53bef1a397aa99f2166bd8.jpg,416,416,lateral raises machine,29,92,312,332
----0100_jpg.rf.5649a324c51595b8741fb52cb4139504.jpg,416,416,chinning dipping,27,62,193,376
------0529_jpg.rf.5767820294d02a54e36ea8d5454e503c.jpg,416,416,smith machine,181,4,409,372
naver_0305b_jpg.rf.571aac815cf4f69ca1f2156bbb92c232.jpg,416,416,Seated Cable Rows,0,0,207,416
naver_0207_png.rf.565e0525382b19643e6efcf53abac4f7.jpg,416,416,reg curl machine,12,100,342,352
google_0451_jpg.rf.56e58bc2bbe75a5ab0a334545220b737.jpg,416,416,leg extension,204,91,353,314
naver_0389_jpg.rf.5737714e417a22de9cb038c7934ccb3b.jpg,416,416,Lat Pull Down,74,0,347,408
--------0483_jpg.rf.57646ae25a8b6872980987db5ac273f0.jpg,416,416,seated dip machine,0,72,416,381
google_0438_jpg.rf.5729b1b32aece4ced30ee1f047d8c3f6.jpg,416,416,leg press,59,13,363,396
naver_0420_jpg.rf.568b709d1a0645c17353201228548f84.jpg,416,416,Chest Press machine,1,90,415,416
------1095_jpg.rf.57494e3f74615e7fac338c284d30eca5.jpg,416,416,smith machine,21,40,357,380
----0123_jpg.rf.568a663188e6cfc631bb5d07df8bf7cb.jpg,416,416,chinning dipping,99,11,315,403
naver_0103a_jpg.rf.56a35825b4ca2c6e6c53de1a374929bf.jpg,416,416,Lat Pull Down,30,0,416,416
------0247_jpg.rf.57b5d7a3a48c68574b1dcb6971260d6b.jpg,416,416,smith machine,61,7,369,389
----1278_jpg.rf.57616971329ca30917f6c4ab0951fd63.jpg,416,416,arm curl machine,43,37,390,391
----0605_jpg.rf.575a34e7349ac23da65a30df44174071.jpg,416,416,chinning dipping,98,21,292,394
---------0248_jpg.rf.579d973b20c623b41cbbd8aa5b85ea7a.jpg,416,416,shoulder press machine,44,0,394,416
------0123_jpg.rf.57b7474cc434c2165c079246ff03fc15.jpg,416,416,smith machine,81,50,311,372
---------1419_jpg.rf.575ebe3cccafea3c200e9fa23f539393.jpg,416,416,shoulder press machine,50,41,384,396
naver_0143a_png.rf.5760040a242be844515132e0d3a9a132.jpg,416,416,Lat Pull Down,40,52,352,407
naver_0428_jpg.rf.5848d9a52b321147ada35a2ebb88d9af.jpg,416,416,reg curl machine,5,9,220,335
naver_0428_jpg.rf.5848d9a52b321147ada35a2ebb88d9af.jpg,416,416,reg curl machine,204,141,410,406
--------0399_jpg.rf.57c84d4b40a196ac6c45c0c4f34defa8.jpg,416,416,seated dip machine,195,202,325,380
------0219_jpg.rf.57f80bc8d2237bcb201ea1b1c11aab41.jpg,416,416,smith machine,55,6,398,409
----------1012_jpg.rf.58452b480347fcc2812df633ded8a935.jpg,416,416,lateral raises machine,114,30,325,369
naver_0122_jpg.rf.57725f1b615cd9cd4a705ccfc4cffd3c.jpg,416,416,leg press,75,0,391,416
naver_0001_jpg.rf.576aab7d01396c657aaa5150ed71e99e.jpg,416,416,Lat Pull Down,167,0,389,416
---------1189_jpg.rf.585a1bea72a5bdc1fe3fd50bd0059e22.jpg,416,416,shoulder press machine,27,25,399,405
google_0087_jpg.rf.57db1b0eca9bd249628ecbfb517e9c6e.jpg,416,416,leg press,22,55,405,381
--------0714_jpg.rf.5831eb58dd8636fc94c0ebf756d37bed.jpg,416,416,seated dip machine,98,115,342,382
naver_0389a_jpg.rf.57f023cc6aed28eab17c065618f6b70e.jpg,416,416,Lat Pull Down,88,0,320,416
naver_0416_jpg.rf.57994784e30fc3142e8709301071dba3.jpg,416,416,Lat Pull Down,0,0,416,416
naver_0125_jpg.rf.584c52e35b5ac68f372c839a4a76bc3e.jpg,416,416,Chest Press machine,95,3,363,416
naver_0397_jpg.rf.581408c75870d6dd114819d1e9ed82c8.jpg,416,416,Chest Press machine,6,4,384,416
------1039_jpg.rf.583e627e475d517d7bc97ac7e3f900e3.jpg,416,416,smith machine,51,0,365,409
naver_0130c_jpg.rf.57f2ddafebd467b742ce7797b125b4cd.jpg,416,416,chest fly machine,24,0,340,416
----------0114_jpg.rf.589a9ab077e2f45658f87a9130a49934.jpg,416,416,shoulder press machine,93,7,344,416
leg-curl_18_jpg.rf.56e3b409d84d50b44a16fe375ebdef0b.jpg,416,416,reg curl machine,39,32,376,416
----0687_jpg.rf.5783efb704158cec4e174b267fef96f2.jpg,416,416,arm curl machine,57,105,327,370
google_0025_jpg.rf.586527cb0f17b303b5c22668a54c4fd9.jpg,416,416,leg extension,17,45,396,383
naver_0050b_jpg.rf.56b91b5ff1614b2ae914e1922ca13b49.jpg,416,416,Chest Press machine,48,43,357,375
naver_0191a_jpg.rf.58526ef87ccb4b69ac0a094b5f46c233.jpg,416,416,Lat Pull Down,51,0,337,389
----------0795_jpg.rf.57c0b7ecadc217c5c8457152333c579c.jpg,416,416,lateral raises machine,49,0,416,327
----1182_jpg.rf.5877c8bf90aa30c720c171427b9fb19f.jpg,416,416,arm curl machine,98,25,317,387
------0152_jpg.rf.588ed98d6f6093e34c61e91bb8498fbb.jpg,416,416,smith machine,86,4,365,404
